state,anchor_id,existing_ccss_id,verdict,confidence,recommended_ccss_id,rationale
AZ,5.MD.B.2,5.MD.B.2,confirmed,99.0,5.MD.B.2,"The lesson overlap is perfect (1.0, with all 3 lessons shared), and the state standard text is essentially identical to CCSS 5.MD.B.2. Both the strongest signal (lesson overlap) and semantic similarity (0.845) strongly confirm this tag."
ID,7.SP.C.8.c,7.SP.C.8.c,likely_correct,72.0,7.SP.C.8.c,"The state standard text is nearly identical to CCSS 7.SP.C.8.c, making it the clear semantic match (highest embedding similarity at 0.735). The zero lesson overlap is uninformative here since all candidates show 0 shared lessons with the state's 2 lessons, so it cannot distinguish between options — the text alignment remains the strongest available signal."
MO,5.NF.B.5.a,5.NF.B.5.a,confirmed,85.0,5.NF.B.5.a,"The tag ranks #1 in both embedding similarity and lesson overlap, with 7 of 11 state lessons (63.6%) shared with CCSS 5.NF.B.5.a. The state standard's focus on estimating product size based on factor sizes aligns conceptually with CCSS 5.NF.B.5.a's comparison of product size to one factor based on the other factor, and no other candidate comes close in lesson overlap."
MT,2.MD.8,2.MD.C.8,confirmed,99.0,2.MD.C.8,"The state standard text is virtually identical to CCSS 2.MD.C.8, and the lesson overlap is perfect (1.0), with all 7 lessons shared between the state standard and the CCSS standard. Both text similarity (0.877) and lesson overlap provide overwhelming support for this tag."
AR,K.GM.5,K.G.B.5,confirmed,99.0,K.G.B.5,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text closely mirrors K.G.B.5's language about building shapes from components like sticks/clay balls and drawing shapes. No other candidate comes close in lesson overlap."
CO,K.OA.A.3,K.OA.A.3,confirmed,99.0,K.OA.A.3,"The state standard text is identical to CCSS K.OA.A.3, and the lesson overlap is perfect (1.0) with all 5 lessons shared. This is ranked #1 among candidates with no competing alternatives showing any lesson overlap."
SD,3.NBT.A.2,3.NBT.A.2,confirmed,99.0,3.NBT.A.2,"The tag shows perfect lesson overlap (1.0, with all 13 lessons shared) and the state standard text is virtually identical to the CCSS standard text, making this an unambiguous match. No other candidate comes close, with all alternatives showing 0.0 lesson overlap."
AZ,1.NBT.B.2a,1.NBT.B.2.a,confirmed,99.0,1.NBT.B.2.a,"The lesson overlap is perfect (1.0, with all 7 lessons shared), and the text of the state standard is essentially identical to the CCSS standard 1.NBT.B.2.a. Both signals strongly confirm this tag."
LA,8.SP.A.4,8.SP.A.4,confirmed,99.0,8.SP.A.4,"The lesson overlap is perfect (1.0, all 3 lessons shared), the embedding similarity is very high (0.921), and the state standard text is essentially identical to the CCSS standard text. All evidence strongly supports this tag."
ND,K.NO.CC.1,K.CC.A.2,confirmed,85.0,K.CC.A.2,"The state standard explicitly includes counting forward from any given number within 100, which directly matches K.CC.A.2's description. The lesson overlap of 28.57% (6 shared lessons) combined with the existing K.CC.A.1 tag covering the 'count by ones and tens to 100' portion supports that K.CC.A.2 is a legitimate second tag capturing the 'count forward from any given number' component of this dual-purpose state standard."
SC,6.MGSR.1.4,6.G.A.1,confirmed,99.0,6.G.A.1,"The lesson overlap is perfect (1.0, with all 8 lessons shared), and the textual content of both standards is nearly identical — both describe finding area of composite figures by decomposing into triangles and rectangles in real-world and mathematical contexts. This is a clear, well-supported match."
AK,6.SP.5.c,6.SP.B.5.c,confirmed,99.0,6.SP.B.5.c,"The lesson overlap is perfect (1.0, with all 8 lessons shared), and the embedding similarity is very high (0.895). The state standard text is nearly identical to CCSS 6.SP.B.5.c, with only minor wording differences, making this an unambiguous match."
AZ,3.MD.B.3,3.MD.B.3,confirmed,99.0,3.MD.B.3,"The lesson overlap is perfect (1.0, all 3 lessons shared), the embedding similarity is very high (0.915), and the state standard text is nearly identical to the CCSS standard text. This is a clear, unambiguous match."
SD,2.NBT.A.1,2.NBT.A.1,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The tag being evaluated (2.NBT.A.1) has 0% lesson overlap with the state standard (0 shared lessons, despite the state having 9 lessons). This is the s"
AK,5.NBT.3.a,5.NBT.A.3.a,confirmed,99.0,5.NBT.A.3.a,"The lesson overlap is perfect (1.0, all 3 lessons shared), the state standard text is essentially identical to the CCSS standard text, and this candidate ranks #1 in both embedding similarity and lesson overlap with no competing candidates showing any lesson overlap."
RI,6.SP.B.4,6.SP.B.4,confirmed,99.0,6.SP.B.4,"The tag has a perfect lesson overlap of 1.0 (all 9 lessons shared), the highest embedding similarity among candidates (0.823), and the state standard text is word-for-word identical to the CCSS standard text, making this an unambiguous match."
SD,2.OA.B.2.b,2.OA.B.2,confirmed,85.0,2.OA.B.2,"The state standard text (SD 2.OA.B.2.b) is essentially verbatim identical to the second clause of CCSS 2.OA.B.2, and this candidate ranks #1 in both embedding similarity and lesson overlap. While the lesson overlap percentage is modest (9%), it reflects the state standard having only 1 lesson total, and that single lesson is shared with 2.OA.B.2 — making it the strongest possible match given the data."
MA,6.NS.C.7.d,6.NS.C.7.d,confirmed,99.0,6.NS.C.7.d,"The tag has a perfect lesson overlap of 1.0 (all 2 lessons shared), ranks #1 in similarity candidates, and the state standard text is nearly identical to the CCSS standard text, providing overwhelming evidence this is the correct alignment."
AK,8.G.4,8.G.A.4,confirmed,99.0,8.G.A.4,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text is nearly identical to 8.G.A.4, covering the same concepts of similarity via sequences of rotations, reflections, translations, and dilations. This is an unambiguous match."
AR,4.CAR.7,4.OA.A.2,confirmed,97.0,4.OA.A.2,"The tag has an 85.7% lesson overlap (6 of 7 lessons shared), which is very strong evidence of alignment, and the state standard text almost exactly mirrors the CCSS 4.OA.A.2 language about multiplicative comparison, using drawings/equations with unknown symbols, and distinguishing from additive comparison. It ranks #1 in both lesson overlap and embedding similarity among all candidates."
NJ,6.EE.A.1,6.EE.A.1,confirmed,99.0,6.EE.A.1,"The tag shows perfect lesson overlap (1.0, with all 5 lessons shared) and the state standard text is identical to the CCSS standard text, making this an unambiguous match. No other candidate comes close in lesson overlap."
ID,4.MD.C.7.a,4.MD.C.7,confirmed,97.0,4.MD.C.7,"The lesson overlap is perfect (1.0) with all 4 state lessons matching all 4 CCSS lessons, and the state standard's text ('Use an equation with a symbol for the unknown angle measure') is explicitly a sub-component of 4.MD.C.7's language. No other candidate comes close in lesson overlap."
ND,3.GM.M.8,3.MD.C.7.d,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: 3.MD.C.7.d has 38.89% overlap (7 shared lessons), which is moderate. However, 3.MD.C.7.b has the highest overlap at 55.56% (10 shared lessons), which i"
LA,4.NBT.B.5,4.NBT.B.5,confirmed,99.0,4.NBT.B.5,"The tag shows perfect lesson overlap (1.0, with all 19 lessons shared) and the state standard text is essentially identical to the CCSS standard text, with an embedding similarity of 0.877. No other candidate comes close in either metric."
OH,3.NBT.3,3.NBT.A.3,confirmed,99.0,3.NBT.A.3,"The state standard text is nearly identical to 3.NBT.A.3, and the lesson overlap is perfect (1.0) with all 3 lessons shared, making this an unambiguous match. No other candidate comes close in either metric."
AR,4.CAR.7,4.OA.A.1,likely_correct,72.0,4.OA.A.1,"4.OA.A.1 has a strong lesson overlap of 71.4% and ranks #2 among candidates, supporting this tag as a valid alignment. However, 4.OA.A.2 has an even higher lesson overlap (85.7%) and its text more directly matches the state standard's language about 'real-world problems,' 'drawings and/or equations with a symbol for the unknown,' and 'distinguishing multiplicative from additive comparison' — suggesting 4.OA.A.1 is a legitimate secondary tag but 4.OA.A.2 is the primary match."
MA,3.MD.B.3,3.MD.B.3,confirmed,99.0,3.MD.B.3,"The lesson overlap is perfect (1.0, all 3 lessons shared), the embedding similarity is extremely high (0.916), and the state standard text is nearly identical to the CCSS text. All evidence strongly confirms this tag."
OH,K.MD.2,K.MD.A.2,confirmed,99.0,K.MD.A.2,"The tag shows perfect lesson overlap (1.0, all 12 lessons shared) and the highest embedding similarity (0.815) among all candidates, with nearly identical standard text. This is an unambiguous match."
MA,7.G.A.2,7.G.A.2,confirmed,99.0,7.G.A.2,"The lesson overlap is perfect (1.0, with all 9 lessons shared), and the state standard text is nearly identical to the CCSS 7.G.A.2 text, with only the minor addition of 'two-dimensional' in the state version. The embedding similarity of 0.845 further corroborates this strong match."
SC,3.MGSR.3.2,4.G.A.1,confirmed,90.0,4.G.A.1,"The tag 4.G.A.1 is the top-ranked candidate with the highest embedding similarity (0.734) and a strong lesson overlap of 38.46% (5 out of 6 state lessons shared), and the text of both standards is nearly identical in scope — both focus on drawing and identifying points, lines, line segments, rays, perpendicular and parallel lines in two-dimensional figures. The SC standard omits angles, but otherwise the content alignment is very strong."
AR,K.CAR.4,K.OA.A.2,confirmed,95.0,K.OA.A.2,"The lesson overlap between AR K.CAR.4 and K.OA.A.2 is extremely high at 0.8889 (16 of 18 lessons shared), making this the strongest possible signal that these standards address the same curriculum content. The semantic similarity score is also the highest among relevant candidates, and the content alignment is clear: both standards address adding and subtracting within 10 using manipulatives/objects."
IA,6.NS.C.6.a,6.NS.C.6.a,confirmed,99.0,6.NS.C.6.a,"The state standard text is virtually identical to the CCSS 6.NS.C.6.a text, and the lesson overlap is perfect (1.0), with all 3 lessons shared. This is the strongest possible evidence for a correct tag."
AR,8.NCC.1,8.NS.A.1,confirmed,85.0,8.NS.A.1,"The lesson overlap is perfect (1.0, with all 3 lessons shared), which is the strongest signal available and directly supports this tag despite it not appearing in the top-5 similarity candidates. The state standard's focus on describing relationships in the real number system (rational and irrational) aligns well with 8.NS.A.1's content about understanding rational vs. irrational numbers and decimal expansions."
LA,4.OA.A.3,4.OA.A.3,confirmed,99.0,4.OA.A.3,"The state standard text is essentially identical to the CCSS 4.OA.A.3 text, and the lesson overlap is perfect (1.0, with all 9 lessons shared), making this an unambiguous match with maximum evidence support."
AZ,6.NS.B.4b,6.NS.B.4,confirmed,98.0,6.NS.B.4,"The lesson overlap is perfect (1.0, all 7 lessons shared), and the state standard 6.NS.B.4b is explicitly a subset of CCSS 6.NS.B.4, which includes finding the least common multiple of two whole numbers ≤ 12 as one of its components. This is clearly the correct alignment."
SD,4.NBT.A.2.b,4.NBT.A.2,confirmed,82.0,4.NBT.A.2,"The state standard 4.NBT.A.2.b is explicitly the comparison sub-component of CCSS 4.NBT.A.2, with nearly identical language about comparing multi-digit numbers using <, >, and = symbols. The lesson overlap (1 shared lesson, rank 4 among candidates) is the highest of any candidate at 16.67%, with all other candidates showing 0% overlap, strongly supporting this tag."
AL,3.M.22,3.MD.C.7,likely_incorrect,72.0,3.MD.C.7.b,"The tag 3.MD.C.7 (the parent standard) has 0% lesson overlap with the state standard despite being the top text-similarity candidate, making it a poor fit by the strongest signal. In contrast, 3.MD.C.7.b has a 76.9% lesson overlap, strongly suggesting it is the better match; the state standard's emphasis on real-world problems, multiplication, and mathematical reasoning aligns well with 3.MD.C.7.b's content, and other sub-standards (7.c, 7.d) already cover the distributive property and additive aspects as separate existing tags."
MA,1.MD.A.2,1.MD.A.2,confirmed,99.0,1.MD.A.2,"The lesson overlap is perfect (1.0, with all 9 lessons shared), and the state standard text is essentially identical to the CCSS standard text. No other candidate comes close in either lesson overlap or semantic similarity."
